name,tweet,created_at,retweets,likes
Donald J. Trump,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,2017-02-02 03:06:14,21026,94106
Donald J. Trump,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas!,2017-01-24 16:58:06,21019,109895
Donald J. Trump,"People, the lawyers and the courts can call it whatever they want, but I am calling it what we need and what it is, a TRAVEL BAN!",2017-06-05 10:25:02,21015,83332
Donald J. Trump,The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes,2016-12-22 16:50:30,20986,72064
Donald J. Trump,"My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today. #MAGA",2016-11-17 12:46:23,20944,95397
Donald J. Trump,"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!",2017-04-16 13:41:47,20906,105020
Donald J. Trump,"The Washington Times Presidential Debate Poll: TRUMP 77% (18,290) CLINTON 17% (4,100) #DrainTheSwamp #Debate",2016-10-20 04:18:06,20868,44007
Donald J. Trump,"Thank you for a wonderful evening in Washington, D.C. #Inauguration",2017-01-20 04:24:33,20858,113302
Donald J. Trump,So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?,2017-01-06 00:40:03,20833,71397
Donald J. Trump,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",2017-01-28 13:04:58,20795,109902
Donald J. Trump,"We are now leading in many polls, and many of these were taken before the criminal investigation announcement on Friday - great in states!",2016-10-30 13:55:06,20787,63553
Donald J. Trump,There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.,2017-01-03 17:20:43,20747,83228
Andrew Cuomo,I have ordered the Port Authority to reverse its decision regarding the JFK AirTrain. The people of New York will have their voices heard.,2017-01-29 01:11:27,20723,46677
Donald J. Trump,"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",2017-01-06 00:24:34,20681,68419
Maxine Waters,Trump has flip flopped &amp; been all over the place on every policy position except his admiration of Putin. I'm not distracted. #trumprussia,2017-04-08 11:55:01,20675,47106
Donald J. Trump,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",2017-01-08 18:56:20,20672,74465
Maxine Waters,"Make no mistake, Le Pen &amp; Trump were Putin's candidates. Le Pen's loss is a victory for France. Trump's impeachment will be a victory for US",2017-05-08 23:06:37,20632,65649
Jeff Flake,I've spent the last several hours trying to find an acceptable rationale for the timing of Comey's firing. I just can't do it.,2017-05-10 01:58:53,20606,54046
Donald J. Trump,Getting ready for my big foreign trip. Will be strongly protecting American interests - that's what I like to do!,2017-05-19 14:24:08,20583,108699
Donald J. Trump,"The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also, I have spoken to many foreign leaders.",2016-11-16 12:12:30,20564,76544
Donald J. Trump,Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!,2016-10-15 18:29:22,20562,59112
Elizabeth Warren,"If Jeff Sessions makes even the tiniest attempt to bring his racism, sexism &amp; bigotry into @TheJusticeDept, he'll hear from all of us.",2017-02-09 01:30:13,20538,74487
Donald J. Trump,The Fake Media is working overtime today!,2017-05-12 11:53:48,20532,80491
Maxine Waters,"Regarding the news on O'Reilly, a day will come when rich men won't be able to buy their way out of criminal conduct &amp; they will go to jail.",2017-04-20 01:49:19,20510,57366
(((Rep. Nadler))),"No ""so-called."" Judge Robart is a GWB appointee who was confirmed 99-0. We are watching closely your contempt for our Judicial Branch.",2017-02-04 13:54:45,20508,40930
Donald J. Trump,Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest.,2016-08-10 23:38:15,20439,44493
Donald J. Trump,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,2017-04-03 11:16:52,20412,71837
Donald J. Trump,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!,2017-03-20 10:49:48,20398,88670
Donald J. Trump,"When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?",2016-08-10 01:11:39,20387,50468
Donald J. Trump,FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony...,2017-05-03 02:51:07,20383,80921
Donald J. Trump,"It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said, the system is totally rigged!",2016-07-02 21:13:02,20368,47945
Bernie Sanders,No one seriously believes that marijuana deserves to be classified beside heroin. It should not be a Schedule 1 drug.,2016-09-08 16:01:46,20366,31875
Maxine Waters,Trump is hiding something. This is why he continues to lie &amp; distract from investigations.The truth will be uncovered &amp; he will be impeached,2017-03-29 17:50:37,20365,54039
Donald J. Trump,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,2017-03-29 12:21:02,20361,98620
Elizabeth Warren,Ashamed &amp; disgusted that the Senate works for the @NRA &amp; not the majority of Americans who support basic solutions to stop gun violence.,2016-06-20 23:06:42,20360,34990
Donald J. Trump,"Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!",2016-07-21 03:45:48,20349,68514
Donald J. Trump,"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",2016-12-04 22:23:55,20343,66616
Donald J. Trump,Trump vows to fight 'epidemic' of human trafficking,2017-02-24 17:04:19,20343,91509
Elizabeth Warren,"On the floor, I read a letter that Coretta Scott King wrote in 1986 opposing @SenatorSessions's judicial nomination:",2017-02-08 01:28:41,20330,36638
Maxine Waters,"Trump can unleash the full force of Fox, fringe, &amp; fake news media on me all he wants. I'm not going anywhere! #getreadyforimpeachment",2017-06-03 23:23:01,20326,68159
Donald J. Trump,"Today, I was thrilled to announce a commitment of $25 BILLION &amp; 20K AMERICAN JOBS over the next 4 years. THANK YOU Charter Communications!",2017-03-24 17:59:42,20322,89812
Donald J. Trump,Terrorists are engaged in a war against civilization- it is up to all who value life to confront &amp; defeat this evil➡️,2017-05-26 20:26:55,20319,74749
Adam Schiff,Here's what's bothering me: Flynn's lie about Russia didn't bring him down. Exposure of lie did. WH knew weeks ago &amp; did nothing. Why?,2017-02-14 13:51:04,20254,40816
Donald J. Trump,"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",2017-01-20 17:51:25,20229,110112
President Trump,#InaugurationDay Speech🇺🇸,2017-01-20 19:11:33,20153,75382
Donald J. Trump,I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!,2016-12-21 13:29:38,20109,81539
Donald J. Trump,"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!",2016-09-01 00:40:07,20103,55778
President Trump,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow! #SuperBowl -DJT",2017-02-06 03:42:14,20102,82164
Donald J. Trump,"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story.",2017-04-03 10:15:17,20091,73682
Nancy Pelosi,RT if you agree that Congress has a responsibility to immediately debate President Trump’s actions in Syria and rhetoric on North Korea!,2017-04-14 16:35:11,20070,18185
Donald J. Trump,"Mainstream (FAKE) media refuses to state our long list of achievements, including 28 legislative signings, strong borders &amp; great optimism!",2017-04-29 17:39:48,20061,80332
Donald J. Trump,Is this really America? Terrible!,2016-10-10 22:31:52,20000,39104
Bernie Sanders,"Trump's ""anti-establishment"" cabinet of millionaires and billionaires is worth more than 1/3 of U.S. households combined.",2016-12-16 21:36:28,19980,21210
Donald J. Trump,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,2016-07-28 02:39:07,19978,61856
Bernie Sanders,"We cannot sanction racism, sexism, homophobia and other forms of discrimination under the guise of ""religious freedom.""",2017-02-03 17:13:42,19976,49008
John Lewis,Dr. King taught us to recognize the dignity and worth of every human being. He was the moral compass of our nation. #IHaveADream,2017-01-16 14:33:45,19968,42627
Donald J. Trump,AMERICA FIRST!,2016-06-14 12:28:16,19966,46474
Donald J. Trump,"If we let Crooked run the govt, history will remember 2017 as the year America lost its independence. #DrainTheSwamp",2016-10-18 15:36:44,19962,37776
Donald J. Trump,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",2017-02-16 14:10:49,19944,99759
Donald J. Trump,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,2017-04-02 13:34:16,19938,81048
Donald J. Trump,Thank you America! #MAGA Rasmussen National Poll Donald Trump 43% Hillary Clinton 40%,2016-10-20 13:27:41,19913,43501
Donald J. Trump,".@foxandfriends Dems are taking forever to approve my people, including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals.",2017-06-05 13:35:00,19912,73123
Donald J. Trump,Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.,2016-12-08 21:15:52,19897,94322
Donald J. Trump,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not....",2017-03-03 02:22:49,19894,102801
Donald J. Trump,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.,2017-03-23 01:33:54,19876,118315
Donald J. Trump,"I have accepted the invitation of President Enrique Pena Nieto, of Mexico, and look very much forward to meeting him tomorrow.",2016-08-31 02:33:22,19855,54122
Donald J. Trump,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!",2017-02-25 13:27:04,19849,104485
Donald J. Trump,"The U.S. Senate should switch to 51 votes, immediately, and get Healthcare and TAX CUTS approved, fast and easy. Dems would do it, no doubt!",2017-05-30 13:59:28,19838,78011
Donald J. Trump,"Voter fraud! Crooked Hillary Clinton even got the questions to a debate, and nobody says a word. Can you imagine if I got the questions?",2016-10-17 15:24:31,19835,46799
Donald J. Trump,"It was a great honor to welcome the President of Turkey, Recep Tayyip Erdoğan, to the @WhiteHouse today!",2017-05-16 19:38:42,19831,76250
Donald J. Trump,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,2017-01-07 12:03:31,19821,84481
Chuck Schumer,This letter caused the GOP to silence @SenWarren tonight. Rt if you think they should #LetLizSpeak,2017-02-08 01:41:25,19808,13932
Donald J. Trump,Had a very good call last night with the President of China concerning the menace of North Korea.,2017-04-12 12:22:22,19711,93191
Maxine Waters,"Trump, you are the disgrace! You are a liar &amp; national embarrassment who has defied our constitution. You &amp; Sessions need to hit the road!",2017-05-11 14:10:27,19704,52638
Donald J. Trump,"As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do, facts pertaining....",2017-05-16 11:03:36,19701,77480
Donald J. Trump,"The Democrats have said some of the worst things about James Comey, including the fact that he should be fired, but now they play so sad!",2017-05-10 11:10:48,19675,77359
Donald J. Trump,"Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great",2016-07-26 12:38:27,19655,63288
Donald J. Trump,"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",2016-08-03 10:23:27,19655,47070
Donald J. Trump,REPEAL AND REPLACE OBAMACARE!,2016-10-26 11:02:53,19649,53506
Donald J. Trump,"Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!",2016-12-12 01:02:14,19649,71059
Donald J. Trump,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",2017-03-13 12:52:29,19641,101125
Adam Schiff,"Sally Yates is willing to testify, WH says they want her to testify, public wants to hear from her, Brennan and Clapper...what's the holdup?",2017-03-29 13:23:00,19638,39929
Donald J. Trump,"WELCOME HOME, AYA! #GodBlessTheUSA🇺🇸",2017-04-21 20:22:14,19636,76521
Donald J. Trump,Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,2017-01-04 13:19:09,19635,86973
Donald J. Trump,Truly honored to receive the first ever presidential endorsement from the Bay of Pigs Veterans Association. #MAGA #ImWithYou,2016-10-25 18:27:06,19630,48513
Donald J. Trump,#CrookedHillary is unfit to serve.,2016-11-03 20:55:36,19618,35988
Elizabeth Warren,Neil Gorsuch is up for a lifetime appointment to the Supreme Court from a President whose campaign is under FBI investigation.,2017-03-21 21:31:34,19587,42183
Donald J. Trump,Muhammad Ali is dead at 74! A truly great champion and a wonderful guy. He will be missed by all!,2016-06-04 04:29:03,19587,45566
Donald J. Trump,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",2016-07-29 03:47:56,19581,50703
Donald J. Trump,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",2016-12-24 21:33:27,19572,82532
Donald J. Trump,A lot of call-ins about vote flipping at the voting booths in Texas. People are not happy. BIG lines. What is going on?,2016-10-27 13:01:12,19552,39548
Donald J. Trump,"...vast sums of money to NATO &amp; the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",2017-03-18 13:23:37,19548,87256
Donald J. Trump,"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!",2017-04-17 13:31:03,19511,61588
Donald J. Trump,"Hillary Clinton just lost every Republican she ever had, including Never Trump, all farmers &amp; sm. biz, by saying she’ll tax estates at 65%.",2016-09-23 17:26:56,19509,39096
Donald J. Trump,"Thank you to the BRAVE servicemen &amp; women who have served, and continue to serve the United States- our true HEROES! #ArmedForcesDay",2017-05-20 15:50:29,19508,79199
Chris Murphy,My god. @POTUS has no idea that the goal of terrorists is to instill a level of fear in the public disproportionate to the actual threat.,2017-06-04 13:37:39,19497,49504
Donald J. Trump,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing &amp; construction jobs in the USA!",2017-03-07 03:50:49,19487,99982
Bernie Sanders,"To the people of Germany and elsewhere in the world: Please don't think that President Trump represents American values, he doesn't.",2017-06-01 14:24:26,19460,50206
John Lewis,Sometimes you have to get in the way. You have to make some noise by speaking up and speaking out against injustice &amp; inaction #goodtrouble,2016-06-22 14:57:05,19453,33406
Donald J. Trump,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",2017-02-09 11:57:59,19445,85155
Bernie Sanders,"Mr. Trump, you cannot run a government by rejecting science. Listen to the scientific community, not the CEOs of the fossil fuel industry.",2017-03-28 18:30:41,19441,39982
Bernie Sanders,"Why is it more important to give a $100 billion tax break to 3 of the wealthiest families than to feed, house and educate 15 million people?",2017-05-25 14:31:55,19427,41989
Donald J. Trump,"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",2017-02-03 11:41:11,19396,126402
Donald J. Trump,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,2017-01-12 17:41:11,19392,86331
Donald J. Trump,"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories &amp; sources!",2017-02-06 16:32:24,19384,97166
Bernie Sanders,Mr. Trump: You are threatening the lives of our children and grandchildren. We will fight you every step of the way.,2017-03-28 22:22:01,19375,39585
Elizabeth Warren,".@realDonaldTrump promised not to cut Social Security. I’ve looked at the budget, &amp; here it is: $73B in Social Security cuts.",2017-05-23 23:28:29,19345,24607
Donald J. Trump,In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!,2017-06-05 10:44:18,19339,82871
Donald J. Trump,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H.",2017-04-20 13:48:14,19274,82029
Donald J. Trump,"...money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!",2017-03-28 01:35:35,19271,69758
Donald J. Trump,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,2017-01-09 04:05:31,19260,78374
Donald J. Trump,"Whenever you see the words 'sources say' in the fake news media, and they don't mention names....",2017-05-28 12:34:44,19255,78572
Senator Bob Casey,CC: @OfficeGovEthics,2017-02-08 15:58:55,19254,30716
Donald J. Trump,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,2017-04-11 11:59:04,19250,82008
Donald J. Trump,"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?",2016-08-28 23:24:14,19242,50983
Donald J. Trump,"I have been asking Director Comey &amp; others, from the beginning of my administration, to find the LEAKERS in the intelligence community.....",2017-05-16 12:10:29,19237,80486
Donald J. Trump,Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.,2016-10-20 14:55:50,19233,49526
Donald J. Trump,"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",2017-01-06 11:19:49,19233,66201
Maxine Waters,"The President is a liar, his actions are contemptible, &amp; I'm going to fight everyday until he's impeached.",2017-04-18 13:01:15,19229,59661
Donald J. Trump,'Democratic operative caught on camera: Hillary PERSONALLY ordered 'Donald Duck' troll campaign that broke the law',2016-10-24 21:50:25,19225,29358
Donald J. Trump,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",2017-02-26 11:33:16,19173,87588
Donald J. Trump,'16 Fake News Stories Reporters Have Run Since Trump Won',2017-02-08 15:54:01,19161,64483
Donald J. Trump,"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS.",2016-12-22 16:41:52,19155,73134
Donald J. Trump,Wow. Unbelievable.,2016-10-11 15:25:11,19144,31238
Donald J. Trump,"Hillary and the Dems loved and praised FBI Director Comey just a few days ago. Original evidence was overwhelming, should not have delayed!",2016-10-30 14:04:06,19139,48117
Donald J. Trump,If I win-I am going to instruct my AG to get a special prosecutor to look into your situation bc there's never been anything like your lies.,2016-10-10 01:27:04,19136,43157
Donald J. Trump,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,2016-12-17 13:57:20,19132,60130
Donald J. Trump,Congratulations Secretary Mattis!,2017-01-27 22:00:47,19120,112232
Donald J. Trump,"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!"" @OANN",2017-01-14 13:14:13,19099,68776
Bernie Sanders,NEWS: Sanders Statement on Trump,2016-11-09 23:39:17,19075,33526
Donald J. Trump,"Again, the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election.",2017-05-12 11:51:56,19049,79067
Donald J. Trump,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?",2016-09-04 23:49:48,19045,47829
Donald J. Trump,Thank you Senator @TedCruz! #Debates2016 #MAGA,2016-09-27 03:58:24,19031,40940
Donald J. Trump,The Fake News media is officially out of control. They will do or say anything in order to get attention - never been a time like this!,2017-05-04 11:02:54,19014,73909
Donald J. Trump,"After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.",2016-07-08 01:52:04,19012,52350
Maxine Waters,"Jared Kushner is under scrutiny in the FBI's Trump-Russia investigation. In other news, water is wet.",2017-05-26 20:51:01,19009,59899
Donald J. Trump,"Under the leadership of Obama &amp; Clinton, Americans have experienced more attacks at home than victories abroad. Time to change the playbook!",2016-09-19 02:30:34,19002,47347
Bernie Sanders,Remember: we are still the only major country to not guarantee health care to all its people. We've got work to do.,2017-03-24 21:46:28,18993,36956
Donald J. Trump,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",2017-01-25 12:13:46,18980,107738
Donald J. Trump,Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to #DrainTheSwamp &amp; #MAGA!,2016-10-20 07:14:05,18980,44350
Donald J. Trump,My team of deplorables will be managing my Twitter account for this evenings debate. Tune in! #DebateNight #TrumpPence16,2016-09-26 22:31:53,18978,56593
Donald J. Trump,I have created tens of thousands of jobs and will bring back great American prosperity. Hillary has only created jobs at the FBI and DOJ!,2016-10-02 11:35:00,18965,50464
Donald J. Trump,General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!,2017-01-03 12:30:05,18957,73464
Donald J. Trump,#CrookedHillary,2016-07-27 22:01:40,18948,35429
Donald J. Trump,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",2017-01-15 22:46:33,18942,85198
Donald J. Trump,"Election is being rigged by the media, in a coordinated effort with the Clinton campaign, by putting stories that never happened into news!",2016-10-16 12:31:40,18924,46100
Maxine Waters,Newsflash to Trump: Republicans control Washington. Russians control you.,2017-04-27 14:47:06,18911,36528
Donald J. Trump,"...Maybe the best thing to do would be to cancel all future ""press briefings"" and hand out written responses for the sake of accuracy???",2017-05-12 12:07:36,18893,82209
Donald J. Trump,Thank you Florida- a MOVEMENT that has never been seen before and will never be seen again. Lets get out &amp; #VoteTrumpPence16 on 11/8! #MAGA,2016-10-12 04:04:47,18874,49208
Donald J. Trump,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!",2016-12-28 03:10:07,18874,77570
Donald J. Trump,The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......,2017-01-06 00:30:15,18860,57490
Donald J. Trump,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!,2017-04-21 10:32:01,18842,75585
Donald J. Trump,We have all got to come together and win this election. We can't have four more years of Obama (or worse!).,2016-10-17 12:35:45,18828,47813
Luis V. Gutierrez,I was asked to leave the meeting with #ICE by @SpeakerRyan staff. Never before in 20 plus years has this happened.,2017-02-16 18:50:05,18815,14548
Donald J. Trump,'Trump signs bill undoing Obama coal mining rule',2017-02-16 23:44:54,18800,94116
Donald J. Trump,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today.,2017-01-25 00:46:57,18774,101449
Donald J. Trump,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",2017-01-07 15:10:46,18722,78701
Donald J. Trump,"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",2016-11-29 11:34:42,18721,72268
Donald J. Trump,Major story that the Dems are making up phony polls in order to suppress the the Trump . We are going to WIN!,2016-10-24 12:44:29,18720,44283
Donald J. Trump,Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!,2016-11-22 02:14:21,18718,78635
Bernie Sanders,Trump: “I believe in universal healthcare.” Also Trump: Pass my bill that will kick 24 million people off of their health insurance.,2017-05-05 20:16:50,18692,36968
Donald J. Trump,The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!,2017-04-17 12:17:59,18686,83904
Donald J. Trump,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,2017-03-20 12:35:14,18673,91107
Donald J. Trump,...Trump/Russia story was an excuse used by the Democrats as justification for losing the election. Perhaps Trump just ran a great campaign?,2017-05-03 03:06:16,18644,83154
Bernie Sanders,"Let’s be clear: America is not broke. The very wealthy, and huge profitable corporations just aren’t paying their taxes.",2017-03-09 16:21:12,18638,46588
Donald J. Trump,"I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!",2016-07-31 13:32:55,18634,56147
Donald J. Trump,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,2017-04-08 19:58:32,18630,101850
Elizabeth Warren,"The same day the Senate confirmed Rex Tillerson, the @HouseGOP passed a resolution to help @exxonmobil secretly funnel money to dictators.",2017-02-03 01:53:54,18585,20290
Donald J. Trump,When will the Fake Media ask about the Dems dealings with Russia &amp; why the DNC wouldn't allow the FBI to check their server or investigate?,2017-05-07 11:15:26,18556,68412
Donald J. Trump,"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......",2016-12-23 21:17:42,18533,50843
Donald J. Trump,"Anytime you see a story about me or my campaign saying ""sources said,"" DO NOT believe it. There are no sources, they are just made up lies!",2016-09-30 07:20:02,18530,45562
Bernie Sanders,A president who respected the separation of powers would not have tried to bully a federal appeals court with taunts on Twitter.,2017-02-10 16:36:07,18526,62795
Donald J. Trump,"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...",2016-12-20 13:03:59,18498,78074
Donald J. Trump,Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier,2016-11-30 03:50:44,18481,82869
Donald J. Trump,How can Hillary run the economy when she can't even send emails without putting entire nation at risk?,2016-06-21 16:42:47,18474,38804
Adam Schiff,"Mr. President: You failed to vet Flynn, hired him, and only fired him once his lies became public. Which part of that is Obama's fault?",2017-05-08 14:01:27,18472,36254
Donald J. Trump,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; serve 24/7/365. THANK YOU!!,2017-02-07 16:25:13,18470,108682
Donald J. Trump,We cannot take four more years of Barack Obama and that’s what you’ll get if you vote for Hillary. #BigLeagueTruth,2016-10-20 02:40:23,18468,45504
Ron Wyden,".@realdonaldtrump if this gets 18 million retweets, will you release your tax returns?",2017-04-12 17:38:34,18462,11891
Donald J. Trump,"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",2017-01-20 17:51:58,18459,91549
Donald J. Trump,"James Comey will be replaced by someone who will do a far better job, bringing back the spirit and prestige of the FBI.",2017-05-10 11:19:04,18441,80408
Donald J. Trump,Crooked Hillary Clinton likes to talk about the things she will do but she has been there for 30 years - why didn't she do them?,2016-10-12 12:59:05,18426,50374
Donald J. Trump,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",2017-02-24 12:31:49,18424,81526
Donald J. Trump,"Thank you Reno, Nevada. NOTHING will stop us in our quest to MAKE AMERICA SAFE AND GREAT AGAIN! #AmericaFirst",2016-11-06 02:03:20,18407,46511
Cory Booker,Sad state of affairs that our President @realDonaldTrump has expressed more displeasure with @Nordstrom than he has with Putin/Russia.,2017-02-08 23:33:15,18397,41566
Marco Rubio,I have confirmed @leopoldolopez has been taken to a military hospital in #Venezuela in very serious condition.,2017-05-04 01:37:35,18388,4994
Donald J. Trump,"As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!",2016-12-10 12:38:24,18380,105296
Donald J. Trump,"When James Clapper himself, and virtually everyone else with knowledge of the witch hunt, says there is no collusion, when does it end?",2017-05-12 12:54:54,18372,73728
Bernie Sanders,There is not a single state where working 40 hours/week at the minimum wage is enough to afford a one-bedroom apartment. That's an outrage!,2016-12-27 01:37:01,18371,29063
Donald J. Trump,Thank you Pennsylvania- I am forever grateful for your amazing support. Lets MAKE AMERICA GREAT AGAIN! #MAGA,2016-11-07 04:14:31,18350,47915
Donald J. Trump,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,2017-01-07 11:56:29,18343,69407
Donald J. Trump,"Crooked Hillary Clinton deleted 33,000 e-mails AFTER they were subpoenaed by the United States Congress. Guilty - cannot run. Rigged system!",2016-11-02 12:47:48,18335,47914
Donald J. Trump,"We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...",2016-12-07 18:38:00,18330,76368
